code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
712,PLACE_SAID_12,5,PLACE_SAID,458,fra,TRUE,superadmin,now()
713,PLACE_SAID_13,5,PLACE_SAID,459,fra,TRUE,superadmin,now()
714,PLACE_SAID_14,5,PLACE_SAID,460,fra,TRUE,superadmin,now()
715,PLACE_SAID_15,5,PLACE_SAID,461,fra,TRUE,superadmin,now()
716,PLACE_SAID_16,5,PLACE_SAID,462,fra,TRUE,superadmin,now()
717,PLACE_SAID_17,5,PLACE_SAID,463,fra,TRUE,superadmin,now()
718,PLACE_SAID_18,5,PLACE_SAID,464,fra,TRUE,superadmin,now()
719,PLACE_SAID_19,5,PLACE_SAID,465,fra,TRUE,superadmin,now()
720,PLACE_SAID_20,5,PLACE_SAID,466,fra,TRUE,superadmin,now()
721,PLACE_SAID_21,5,PLACE_SAID,467,fra,TRUE,superadmin,now()
722,PLACE_SAID_22,5,PLACE_SAID,468,fra,TRUE,superadmin,now()
723,PLACE_SAID_23,5,PLACE_SAID,469,fra,TRUE,superadmin,now()
724,PLACE_SAID_24,5,PLACE_SAID,470,fra,TRUE,superadmin,now()
725,PLACE_SAID_25,5,PLACE_SAID,471,fra,TRUE,superadmin,now()
726,PLACE_SAID_26,5,PLACE_SAID,472,fra,TRUE,superadmin,now()
727,PLACE_SAID_27,5,PLACE_SAID,473,fra,TRUE,superadmin,now()
728,PLACE_SAID_28,5,PLACE_SAID,474,fra,TRUE,superadmin,now()
729,PLACE_SAID_29,5,PLACE_SAID,475,fra,TRUE,superadmin,now()
730,PLACE_SAID_30,5,PLACE_SAID,476,fra,TRUE,superadmin,now()
731,PLACE_SAID_31,5,PLACE_SAID,477,fra,TRUE,superadmin,now()
732,PLACE_SAID_32,5,PLACE_SAID,478,fra,TRUE,superadmin,now()
733,PLACE_SAID_33,5,PLACE_SAID,479,fra,TRUE,superadmin,now()
734,PLACE_SAID_34,5,PLACE_SAID,480,fra,TRUE,superadmin,now()
735,PLACE_SAID_35,5,PLACE_SAID,481,fra,TRUE,superadmin,now()
736,PLACE_SAID_36,5,PLACE_SAID,482,fra,TRUE,superadmin,now()
737,PLACE_SAID_37,5,PLACE_SAID,483,fra,TRUE,superadmin,now()
738,PLACE_SAID_38,5,PLACE_SAID,484,fra,TRUE,superadmin,now()
739,PLACE_SAID_39,5,PLACE_SAID,485,fra,TRUE,superadmin,now()
740,PLACE_SAID_40,5,PLACE_SAID,486,fra,TRUE,superadmin,now()
741,PLACE_SAID_41,5,PLACE_SAID,487,fra,TRUE,superadmin,now()
742,PLACE_SAID_42,5,PLACE_SAID,488,fra,TRUE,superadmin,now()
743,PLACE_SAID_43,5,PLACE_SAID,489,fra,TRUE,superadmin,now()
744,PLACE_SAID_44,5,PLACE_SAID,490,fra,TRUE,superadmin,now()
745,PLACE_SAID_45,5,PLACE_SAID,491,fra,TRUE,superadmin,now()
746,PLACE_SAID_46,5,PLACE_SAID,492,fra,TRUE,superadmin,now()
747,PLACE_SAID_47,5,PLACE_SAID,493,fra,TRUE,superadmin,now()
748,PLACE_SAID_48,5,PLACE_SAID,494,fra,TRUE,superadmin,now()
749,PLACE_SAID_49,5,PLACE_SAID,495,fra,TRUE,superadmin,now()
750,PLACE_SAID_50,5,PLACE_SAID,496,fra,TRUE,superadmin,now()
751,PLACE_SAID_51,5,PLACE_SAID,497,fra,TRUE,superadmin,now()
752,PLACE_SAID_52,5,PLACE_SAID,498,fra,TRUE,superadmin,now()
753,PLACE_SAID_53,5,PLACE_SAID,499,fra,TRUE,superadmin,now()
754,PLACE_SAID_54,5,PLACE_SAID,500,fra,TRUE,superadmin,now()
755,PLACE_SAID_55,5,PLACE_SAID,501,fra,TRUE,superadmin,now()
756,PLACE_SAID_56,5,PLACE_SAID,502,fra,TRUE,superadmin,now()
757,PLACE_SAID_57,5,PLACE_SAID,503,fra,TRUE,superadmin,now()
758,PLACE_SAID_58,5,PLACE_SAID,504,fra,TRUE,superadmin,now()
759,PLACE_SAID_59,5,PLACE_SAID,505,fra,TRUE,superadmin,now()
760,PLACE_SAID_60,5,PLACE_SAID,506,fra,TRUE,superadmin,now()
761,PLACE_SAID_61,5,PLACE_SAID,507,fra,TRUE,superadmin,now()
762,PLACE_SAID_62,5,PLACE_SAID,508,fra,TRUE,superadmin,now()
763,PLACE_SAID_63,5,PLACE_SAID,509,fra,TRUE,superadmin,now()
764,PLACE_SAID_64,5,PLACE_SAID,510,fra,TRUE,superadmin,now()
765,PLACE_SAID_65,5,PLACE_SAID,511,fra,TRUE,superadmin,now()
766,PLACE_SAID_66,5,PLACE_SAID,512,fra,TRUE,superadmin,now()
767,PLACE_SAID_67,5,PLACE_SAID,513,fra,TRUE,superadmin,now()
768,PLACE_SAID_68,5,PLACE_SAID,514,fra,TRUE,superadmin,now()
769,PLACE_SAID_69,5,PLACE_SAID,515,fra,TRUE,superadmin,now()
770,PLACE_SAID_70,5,PLACE_SAID,516,fra,TRUE,superadmin,now()
771,PLACE_SAID_71,5,PLACE_SAID,517,fra,TRUE,superadmin,now()
772,PLACE_SAID_72,5,PLACE_SAID,518,fra,TRUE,superadmin,now()
773,PLACE_SAID_73,5,PLACE_SAID,519,fra,TRUE,superadmin,now()
774,PLACE_SAID_74,5,PLACE_SAID,520,fra,TRUE,superadmin,now()
775,PLACE_SAID_75,5,PLACE_SAID,521,fra,TRUE,superadmin,now()
776,PLACE_SAID_76,5,PLACE_SAID,522,fra,TRUE,superadmin,now()
777,PLACE_SAID_77,5,PLACE_SAID,523,fra,TRUE,superadmin,now()
778,PLACE_SAID_78,5,PLACE_SAID,524,fra,TRUE,superadmin,now()
779,PLACE_SAID_79,5,PLACE_SAID,525,fra,TRUE,superadmin,now()
780,PLACE_SAID_80,5,PLACE_SAID,526,fra,TRUE,superadmin,now()
781,PLACE_SAID_81,5,PLACE_SAID,527,fra,TRUE,superadmin,now()
782,PLACE_SAID_82,5,PLACE_SAID,528,fra,TRUE,superadmin,now()
783,PLACE_SAID_83,5,PLACE_SAID,529,fra,TRUE,superadmin,now()
784,PLACE_SAID_84,5,PLACE_SAID,530,fra,TRUE,superadmin,now()
785,PLACE_SAID_85,5,PLACE_SAID,531,fra,TRUE,superadmin,now()
786,PLACE_SAID_86,5,PLACE_SAID,532,fra,TRUE,superadmin,now()
787,PLACE_SAID_87,5,PLACE_SAID,533,fra,TRUE,superadmin,now()
788,PLACE_SAID_88,5,PLACE_SAID,534,fra,TRUE,superadmin,now()
789,PLACE_SAID_89,5,PLACE_SAID,535,fra,TRUE,superadmin,now()
790,PLACE_SAID_90,5,PLACE_SAID,536,fra,TRUE,superadmin,now()
791,PLACE_SAID_91,5,PLACE_SAID,537,fra,TRUE,superadmin,now()
792,PLACE_SAID_92,5,PLACE_SAID,538,fra,TRUE,superadmin,now()
793,PLACE_SAID_93,5,PLACE_SAID,539,fra,TRUE,superadmin,now()
794,PLACE_SAID_94,5,PLACE_SAID,540,fra,TRUE,superadmin,now()
795,PLACE_SAID_95,5,PLACE_SAID,541,fra,TRUE,superadmin,now()
796,PLACE_SAID_96,5,PLACE_SAID,542,fra,TRUE,superadmin,now()
797,PLACE_SAID_97,5,PLACE_SAID,543,fra,TRUE,superadmin,now()
798,PLACE_SAID_98,5,PLACE_SAID,544,fra,TRUE,superadmin,now()
799,PLACE_SAID_99,5,PLACE_SAID,545,fra,TRUE,superadmin,now()
800,PLACE_SAID_100,5,PLACE_SAID,546,fra,TRUE,superadmin,now()
801,PLACE_SAID_101,5,PLACE_SAID,547,fra,TRUE,superadmin,now()
802,PLACE_SAID_102,5,PLACE_SAID,548,fra,TRUE,superadmin,now()
803,PLACE_SAID_103,5,PLACE_SAID,549,fra,TRUE,superadmin,now()
804,PLACE_SAID_104,5,PLACE_SAID,550,fra,TRUE,superadmin,now()
805,PLACE_SAID_105,5,PLACE_SAID,551,fra,TRUE,superadmin,now()
806,PLACE_SAID_106,5,PLACE_SAID,552,fra,TRUE,superadmin,now()
807,PLACE_SAID_107,5,PLACE_SAID,553,fra,TRUE,superadmin,now()
808,PLACE_SAID_108,5,PLACE_SAID,554,fra,TRUE,superadmin,now()
809,PLACE_SAID_109,5,PLACE_SAID,555,fra,TRUE,superadmin,now()
810,PLACE_SAID_110,5,PLACE_SAID,556,fra,TRUE,superadmin,now()
811,PLACE_SAID_111,5,PLACE_SAID,557,fra,TRUE,superadmin,now()
812,PLACE_SAID_112,5,PLACE_SAID,558,fra,TRUE,superadmin,now()
813,PLACE_SAID_113,5,PLACE_SAID,559,fra,TRUE,superadmin,now()
814,PLACE_SAID_114,5,PLACE_SAID,560,fra,TRUE,superadmin,now()
815,PLACE_SAID_115,5,PLACE_SAID,561,fra,TRUE,superadmin,now()
816,PLACE_SAID_116,5,PLACE_SAID,562,fra,TRUE,superadmin,now()
817,PLACE_SAID_117,5,PLACE_SAID,563,fra,TRUE,superadmin,now()
818,PLACE_SAID_118,5,PLACE_SAID,564,fra,TRUE,superadmin,now()
819,PLACE_SAID_119,5,PLACE_SAID,565,fra,TRUE,superadmin,now()
820,PLACE_SAID_120,5,PLACE_SAID,566,fra,TRUE,superadmin,now()
821,PLACE_SAID_121,5,PLACE_SAID,567,fra,TRUE,superadmin,now()
822,PLACE_SAID_122,5,PLACE_SAID,568,fra,TRUE,superadmin,now()
823,PLACE_SAID_123,5,PLACE_SAID,569,fra,TRUE,superadmin,now()
824,PLACE_SAID_124,5,PLACE_SAID,570,fra,TRUE,superadmin,now()
825,PLACE_SAID_125,5,PLACE_SAID,571,fra,TRUE,superadmin,now()
826,PLACE_SAID_126,5,PLACE_SAID,572,fra,TRUE,superadmin,now()
827,PLACE_SAID_127,5,PLACE_SAID,573,fra,TRUE,superadmin,now()
828,PLACE_SAID_128,5,PLACE_SAID,574,fra,TRUE,superadmin,now()
829,PLACE_SAID_129,5,PLACE_SAID,575,fra,TRUE,superadmin,now()
830,PLACE_SAID_130,5,PLACE_SAID,576,fra,TRUE,superadmin,now()
831,PLACE_SAID_131,5,PLACE_SAID,577,fra,TRUE,superadmin,now()
832,PLACE_SAID_132,5,PLACE_SAID,578,fra,TRUE,superadmin,now()
833,PLACE_SAID_133,5,PLACE_SAID,579,fra,TRUE,superadmin,now()
834,PLACE_SAID_134,5,PLACE_SAID,580,fra,TRUE,superadmin,now()
835,PLACE_SAID_135,5,PLACE_SAID,581,fra,TRUE,superadmin,now()
836,PLACE_SAID_136,5,PLACE_SAID,582,fra,TRUE,superadmin,now()
837,PLACE_SAID_137,5,PLACE_SAID,583,fra,TRUE,superadmin,now()
838,PLACE_SAID_138,5,PLACE_SAID,584,fra,TRUE,superadmin,now()
839,PLACE_SAID_139,5,PLACE_SAID,585,fra,TRUE,superadmin,now()
840,PLACE_SAID_140,5,PLACE_SAID,586,fra,TRUE,superadmin,now()
841,PLACE_SAID_141,5,PLACE_SAID,587,fra,TRUE,superadmin,now()
842,PLACE_SAID_142,5,PLACE_SAID,588,fra,TRUE,superadmin,now()
843,PLACE_SAID_143,5,PLACE_SAID,589,fra,TRUE,superadmin,now()
844,PLACE_SAID_144,5,PLACE_SAID,590,fra,TRUE,superadmin,now()
845,PLACE_SAID_145,5,PLACE_SAID,591,fra,TRUE,superadmin,now()
846,PLACE_SAID_146,5,PLACE_SAID,592,fra,TRUE,superadmin,now()
847,PLACE_SAID_147,5,PLACE_SAID,593,fra,TRUE,superadmin,now()
848,PLACE_SAID_148,5,PLACE_SAID,594,fra,TRUE,superadmin,now()
849,PLACE_SAID_149,5,PLACE_SAID,595,fra,TRUE,superadmin,now()
850,PLACE_SAID_150,5,PLACE_SAID,596,fra,TRUE,superadmin,now()
851,PLACE_SAID_151,5,PLACE_SAID,597,fra,TRUE,superadmin,now()
852,PLACE_SAID_152,5,PLACE_SAID,598,fra,TRUE,superadmin,now()
853,PLACE_SAID_153,5,PLACE_SAID,599,fra,TRUE,superadmin,now()
854,PLACE_SAID_154,5,PLACE_SAID,600,fra,TRUE,superadmin,now()
855,PLACE_SAID_155,5,PLACE_SAID,601,fra,TRUE,superadmin,now()
856,PLACE_SAID_156,5,PLACE_SAID,602,fra,TRUE,superadmin,now()
857,PLACE_SAID_157,5,PLACE_SAID,603,fra,TRUE,superadmin,now()
858,PLACE_SAID_158,5,PLACE_SAID,604,fra,TRUE,superadmin,now()
859,PLACE_SAID_159,5,PLACE_SAID,605,fra,TRUE,superadmin,now()
860,PLACE_SAID_160,5,PLACE_SAID,606,fra,TRUE,superadmin,now()
861,PLACE_SAID_161,5,PLACE_SAID,607,fra,TRUE,superadmin,now()
862,PLACE_SAID_162,5,PLACE_SAID,608,fra,TRUE,superadmin,now()
863,PLACE_SAID_163,5,PLACE_SAID,609,fra,TRUE,superadmin,now()
864,PLACE_SAID_164,5,PLACE_SAID,610,fra,TRUE,superadmin,now()
865,PLACE_SAID_165,5,PLACE_SAID,611,fra,TRUE,superadmin,now()
866,PLACE_SAID_166,5,PLACE_SAID,612,fra,TRUE,superadmin,now()
867,PLACE_SAID_167,5,PLACE_SAID,613,fra,TRUE,superadmin,now()
868,PLACE_SAID_168,5,PLACE_SAID,614,fra,TRUE,superadmin,now()
869,PLACE_SAID_169,5,PLACE_SAID,615,fra,TRUE,superadmin,now()
870,PLACE_SAID_170,5,PLACE_SAID,616,fra,TRUE,superadmin,now()
871,PLACE_SAID_171,5,PLACE_SAID,617,fra,TRUE,superadmin,now()
872,PLACE_SAID_172,5,PLACE_SAID,618,fra,TRUE,superadmin,now()
873,PLACE_SAID_173,5,PLACE_SAID,619,fra,TRUE,superadmin,now()
874,PLACE_SAID_174,5,PLACE_SAID,620,fra,TRUE,superadmin,now()
875,PLACE_SAID_175,5,PLACE_SAID,621,fra,TRUE,superadmin,now()
876,PLACE_SAID_176,5,PLACE_SAID,622,fra,TRUE,superadmin,now()
877,PLACE_SAID_177,5,PLACE_SAID,623,fra,TRUE,superadmin,now()
878,PLACE_SAID_178,5,PLACE_SAID,624,fra,TRUE,superadmin,now()
879,PLACE_SAID_179,5,PLACE_SAID,625,fra,TRUE,superadmin,now()
880,PLACE_SAID_180,5,PLACE_SAID,626,fra,TRUE,superadmin,now()
881,PLACE_SAID_181,5,PLACE_SAID,627,fra,TRUE,superadmin,now()
882,PLACE_SAID_182,5,PLACE_SAID,628,fra,TRUE,superadmin,now()
883,PLACE_SAID_183,5,PLACE_SAID,629,fra,TRUE,superadmin,now()
884,PLACE_SAID_184,5,PLACE_SAID,630,fra,TRUE,superadmin,now()
885,PLACE_SAID_185,5,PLACE_SAID,631,fra,TRUE,superadmin,now()
886,PLACE_SAID_186,5,PLACE_SAID,632,fra,TRUE,superadmin,now()
887,PLACE_SAID_187,5,PLACE_SAID,633,fra,TRUE,superadmin,now()
888,PLACE_SAID_188,5,PLACE_SAID,634,fra,TRUE,superadmin,now()
889,PLACE_SAID_189,5,PLACE_SAID,635,fra,TRUE,superadmin,now()
890,PLACE_SAID_190,5,PLACE_SAID,636,fra,TRUE,superadmin,now()
891,PLACE_SAID_191,5,PLACE_SAID,637,fra,TRUE,superadmin,now()
892,PLACE_SAID_192,5,PLACE_SAID,638,fra,TRUE,superadmin,now()
893,PLACE_SAID_193,5,PLACE_SAID,639,fra,TRUE,superadmin,now()
894,PLACE_SAID_194,5,PLACE_SAID,640,fra,TRUE,superadmin,now()
895,PLACE_SAID_195,5,PLACE_SAID,641,fra,TRUE,superadmin,now()
896,PLACE_SAID_196,5,PLACE_SAID,642,fra,TRUE,superadmin,now()
897,PLACE_SAID_197,5,PLACE_SAID,643,fra,TRUE,superadmin,now()
898,PLACE_SAID_198,5,PLACE_SAID,644,fra,TRUE,superadmin,now()
899,PLACE_SAID_199,5,PLACE_SAID,645,fra,TRUE,superadmin,now()
900,PLACE_SAID_200,5,PLACE_SAID,646,fra,TRUE,superadmin,now()
901,PLACE_SAID_201,5,PLACE_SAID,647,fra,TRUE,superadmin,now()
902,PLACE_SAID_202,5,PLACE_SAID,648,fra,TRUE,superadmin,now()
903,PLACE_SAID_203,5,PLACE_SAID,649,fra,TRUE,superadmin,now()
904,PLACE_SAID_204,5,PLACE_SAID,650,fra,TRUE,superadmin,now()
905,PLACE_SAID_205,5,PLACE_SAID,651,fra,TRUE,superadmin,now()
906,PLACE_SAID_206,5,PLACE_SAID,652,fra,TRUE,superadmin,now()
907,PLACE_SAID_207,5,PLACE_SAID,653,fra,TRUE,superadmin,now()
908,PLACE_SAID_208,5,PLACE_SAID,654,fra,TRUE,superadmin,now()
909,PLACE_SAID_209,5,PLACE_SAID,655,fra,TRUE,superadmin,now()
910,PLACE_SAID_210,5,PLACE_SAID,656,fra,TRUE,superadmin,now()
911,PLACE_SAID_211,5,PLACE_SAID,657,fra,TRUE,superadmin,now()
912,PLACE_SAID_212,5,PLACE_SAID,658,fra,TRUE,superadmin,now()
913,PLACE_SAID_213,5,PLACE_SAID,659,fra,TRUE,superadmin,now()
914,PLACE_SAID_214,5,PLACE_SAID,660,fra,TRUE,superadmin,now()
915,PLACE_SAID_215,5,PLACE_SAID,661,fra,TRUE,superadmin,now()
916,PLACE_SAID_216,5,PLACE_SAID,662,fra,TRUE,superadmin,now()
917,PLACE_SAID_217,5,PLACE_SAID,663,fra,TRUE,superadmin,now()
918,PLACE_SAID_218,5,PLACE_SAID,664,fra,TRUE,superadmin,now()
919,PLACE_SAID_219,5,PLACE_SAID,665,fra,TRUE,superadmin,now()
920,PLACE_SAID_220,5,PLACE_SAID,666,fra,TRUE,superadmin,now()
921,PLACE_SAID_221,5,PLACE_SAID,667,fra,TRUE,superadmin,now()
922,PLACE_SAID_222,5,PLACE_SAID,668,fra,TRUE,superadmin,now()
923,PLACE_SAID_223,5,PLACE_SAID,669,fra,TRUE,superadmin,now()
924,PLACE_SAID_224,5,PLACE_SAID,670,fra,TRUE,superadmin,now()
925,PLACE_SAID_225,5,PLACE_SAID,671,fra,TRUE,superadmin,now()
926,PLACE_SAID_226,5,PLACE_SAID,672,fra,TRUE,superadmin,now()
927,PLACE_SAID_227,5,PLACE_SAID,673,fra,TRUE,superadmin,now()
928,PLACE_SAID_228,5,PLACE_SAID,674,fra,TRUE,superadmin,now()
929,PLACE_SAID_229,5,PLACE_SAID,675,fra,TRUE,superadmin,now()
930,PLACE_SAID_230,5,PLACE_SAID,676,fra,TRUE,superadmin,now()
931,PLACE_SAID_231,5,PLACE_SAID,677,fra,TRUE,superadmin,now()
932,PLACE_SAID_232,5,PLACE_SAID,678,fra,TRUE,superadmin,now()
933,PLACE_SAID_233,5,PLACE_SAID,679,fra,TRUE,superadmin,now()
934,PLACE_SAID_234,5,PLACE_SAID,680,fra,TRUE,superadmin,now()
935,PLACE_SAID_235,5,PLACE_SAID,681,fra,TRUE,superadmin,now()
936,PLACE_SAID_236,5,PLACE_SAID,682,fra,TRUE,superadmin,now()
937,PLACE_SAID_237,5,PLACE_SAID,683,fra,TRUE,superadmin,now()
938,PLACE_SAID_238,5,PLACE_SAID,684,fra,TRUE,superadmin,now()
939,PLACE_SAID_239,5,PLACE_SAID,685,fra,TRUE,superadmin,now()
940,PLACE_SAID_240,5,PLACE_SAID,686,fra,TRUE,superadmin,now()
941,PLACE_SAID_241,5,PLACE_SAID,687,fra,TRUE,superadmin,now()
942,PLACE_SAID_242,5,PLACE_SAID,688,fra,TRUE,superadmin,now()
943,PLACE_SAID_243,5,PLACE_SAID,689,fra,TRUE,superadmin,now()
944,PLACE_SAID_244,5,PLACE_SAID,690,fra,TRUE,superadmin,now()
945,PLACE_SAID_245,5,PLACE_SAID,691,fra,TRUE,superadmin,now()
946,PLACE_SAID_246,5,PLACE_SAID,692,fra,TRUE,superadmin,now()
947,PLACE_SAID_247,5,PLACE_SAID,693,fra,TRUE,superadmin,now()
948,PLACE_SAID_248,5,PLACE_SAID,694,fra,TRUE,superadmin,now()
949,PLACE_SAID_249,5,PLACE_SAID,695,fra,TRUE,superadmin,now()
950,PLACE_SAID_250,5,PLACE_SAID,696,fra,TRUE,superadmin,now()
951,PLACE_SAID_251,5,PLACE_SAID,697,fra,TRUE,superadmin,now()
952,PLACE_SAID_252,5,PLACE_SAID,698,fra,TRUE,superadmin,now()
953,PLACE_SAID_253,5,PLACE_SAID,699,fra,TRUE,superadmin,now()
954,PLACE_SAID_254,5,PLACE_SAID,700,fra,TRUE,superadmin,now()


